2,2,66,66,66,130,130,194,194,194,258,258,258,282,282,282,290,290,290,314,314,314,318,318,322,322,350,350,354,354,386,386,410,410,418,419,450,450,450,498,502,506,510,514,514,514,554,562,562,566,578,578,578,578,610,622,626,626,630,630,634,638,642,642,642,642,654,654,654,666,666,674,674,674,682,682,682,682,690,690,690,690,698,698,698,705,705,706,706,714,718,718,726,730,730,738,746,754,758,770,770,770,782,782,783,794,794,794,802,802,802,814,814,814,825,826,834,834,834,834,846,846,846,854,858,858,858,866,866,866,867,878,882,889,890,890,893,893,893,897,897,897,897,910,910,910,926,926,934,938,938,946,946,946,946,950,962,962,962,962,970,974,974,974,982,986,986,986,994,994,994,994,1002,1002,1002,1010,1010,1010,1014,1014,1014
99,87,82,94,98,85,97,80,92,99,99,103,106,101,89,104,99,87,103,101,79,94,80,99,82,101,96,99,98,94,97,85,85,90,85,89,99,92,80,94,96,99,101,87,94,99,87,104,99,103,101,94,82,98,82,82,99,103,98,101,82,82,92,85,89,97,92,89,97,89,92,85,92,97,102,85,97,94,97,92,101,85,97,90,102,96,99,92,80,80,96,99,80,96,99,94,96,99,101,99,106,103,103,99,106,99,104,108,99,106,103,96,99,104,94,103,101,94,98,82,101,94,98,82,99,103,96,98,82,101,94,82,82,83,94,98,84,96,100,85,92,97,101,92,101,97,101,97,85,97,101,85,92,97,102,101,80,96,99,104,80,96,99,104,80,96,99,104,99,80,96,104,99,96,104,96,99,104,96,99,104
