1,4,4,6,6,9,9,17,25,33,33,36,36,38,38,41,41,49,57,65,65,68,68,70,70,73,73,81,81,84,84,86,86,89,89,97,100,100,102,102,105,105,113,121,129,132,132,134,134,137,137,145,153,161,161,164,164,166,166,169,169,177,185,193,193,196,196,198,198,201,201,209,209,212,212,214,214,217,217,225,228,228,230,230,233,233,241,249,252,252,257,257,261,261,262,263,265,271,273,279,279,281,281,287,295,295,297,297,303,305,311,311,313,313,319,327,327,329,335,337,343,343,345,345,351,359,359,361,361,367,369,375,375,377,391,393,399,401,407,407,409,409,415,423,423,425,425,431,433,439,439,441,441,447,455,455,457,463,465,471,471,473,473,479,487,487,489,489,495,497,503,503,505,513,516,516,518,518,521,521,529,537,545,545,548,548,550,550,553,553,561,569,577,577,580,580,582,582,585,585,593,593,596,596,598,598,601,601,609,612,612,614,614,617,617,625,633,636,636,641,641,645,645,646,647,649,655,657,663,663,665,665,671,679,679,681,681,687,689,695,695,697,697,703,711,711,713,719,721,727,727,729,729,735,743,743,745,745,753,761,761,769,777,785,793
89,79,91,81,93,82,94,91,91,79,91,81,93,83,95,84,96,91,91,79,91,81,93,83,95,84,96,79,91,81,93,83,95,84,96,89,79,91,81,93,82,94,91,91,89,79,91,81,93,82,94,91,91,79,91,81,93,83,95,84,96,91,91,79,91,81,93,83,95,84,96,79,91,81,93,83,95,84,96,89,79,91,81,93,82,94,91,91,89,101,89,101,89,101,89,89,94,98,94,91,95,87,96,96,92,88,93,89,96,93,89,93,86,94,94,89,93,94,98,94,91,95,87,96,96,94,88,93,89,89,91,93,96,94,89,94,98,94,91,95,87,96,96,92,88,93,89,96,93,89,93,86,94,94,89,93,94,98,94,91,95,87,96,96,94,88,93,89,89,91,93,96,94,89,79,91,81,93,82,94,91,91,79,91,81,93,83,95,84,96,91,91,79,91,81,93,83,95,84,96,79,91,81,93,83,95,84,96,89,79,91,81,93,82,94,91,91,89,101,89,101,89,101,89,89,94,98,94,91,95,87,96,96,92,88,93,89,96,93,89,93,86,94,94,89,93,94,98,94,91,95,87,96,96,94,88,93,89,89,91,89,93,94,91,91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
