1,3,6,7,9,13,15,21,27,30,31,33,37,39,49,51,54,55,57,61,63,67,69,73,75,78,79,81,85,87,97,99,103,105,109,111,115,117,121,123,126,127,129,133,135,145,147,151,153,157,159,163,165,169,171,174,175,177,181,183
83,88,91,90,88,95,93,90,88,91,90,86,89,83,83,88,91,90,88,95,98,97,96,92,96,95,94,90,91,88,91,95,91,95,91,96,95,94,90,91,95,94,82,83,95,91,95,91,95,91,98,97,96,92,96,95,94,90,91,88
